location_id,location_name,latitude,longitude,no,no2,nox,o3,pm25,so2
1831,Chester,40.787628,-74.6763,,0.0,,0.039,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.033,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.035,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.038,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.039,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.038,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.037,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,0.03,,
1831,Chester,40.787628,-74.6763,,0.002,,0.032,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,,,0.0
1831,Chester,40.787628,-74.6763,,0.004,,0.03,,0.001
1831,Chester,40.787628,-74.6763,,0.007,,0.025,,0.002
1831,Chester,40.787628,-74.6763,,0.006,,0.026,,0.002
1831,Chester,40.787628,-74.6763,,0.002,,0.035,,0.0
1831,Chester,40.787628,-74.6763,,0.006,,0.029,,0.0
1831,Chester,40.787628,-74.6763,,0.008,,0.026,,0.0
1831,Chester,40.787628,-74.6763,,0.006,,0.028,,0.0
1831,Chester,40.787628,-74.6763,,0.005,,,,0.001
1831,Chester,40.787628,-74.6763,,0.007,,0.026,,0.001
1831,Chester,40.787628,-74.6763,,0.006,,0.028,,0.002
1831,Chester,40.787628,-74.6763,,0.008,,0.024,,0.002
1831,Chester,40.787628,-74.6763,,0.006,,0.028,,0.002
1831,Chester,40.787628,-74.6763,,0.005,,0.03,,0.002
1831,Chester,40.787628,-74.6763,,0.004,,0.032,,0.002
1831,Chester,40.787628,-74.6763,,0.008,,0.026,,0.002
1831,Chester,40.787628,-74.6763,,0.011,,0.023,,0.0
1831,Chester,40.787628,-74.6763,,0.028,,0.006,,0.0
1831,Chester,40.787628,-74.6763,,0.037,,0.001,,0.001
1831,Chester,40.787628,-74.6763,,0.038,,0.0,,
1831,Chester,40.787628,-74.6763,,0.034,,0.002,,0.0
1831,Chester,40.787628,-74.6763,,0.036,,,,0.001
1831,Chester,40.787628,-74.6763,,0.035,,0.004,,0.001
1831,Chester,40.787628,-74.6763,,0.018,,0.018,,0.0
1831,Chester,40.787628,-74.6763,,0.004,,0.029,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,0.032,,0.0
1831,Chester,40.787628,-74.6763,,0.002,,0.034,,0.001
1831,Chester,40.787628,-74.6763,,0.002,,0.029,,0.0
1831,Chester,40.787628,-74.6763,,0.002,,0.03,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.03,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.03,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.03,,0.0
1831,Chester,40.787628,-74.6763,,0.002,,0.029,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.032,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.032,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.033,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.034,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.035,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.039,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.041,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.04,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.039,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.038,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.037,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.036,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.036,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.035,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.035,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.035,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,,,0.0
1831,Chester,40.787628,-74.6763,,0.002,,0.031,,0.001
1831,Chester,40.787628,-74.6763,,0.001,,0.033,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.035,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.038,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.038,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.038,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.036,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.036,,
1831,Chester,40.787628,-74.6763,,0.001,,0.036,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.038,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.038,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.039,,0.0
1831,Chester,40.787628,-74.6763,,0.015,,0.014,,0.0
1831,Chester,40.787628,-74.6763,,0.005,,,,0.0
1831,Chester,40.787628,-74.6763,,0.008,,0.021,,0.0
1831,Chester,40.787628,-74.6763,,0.012,,0.023,,0.0
1831,Chester,40.787628,-74.6763,,0.019,,0.017,,0.0
1831,Chester,40.787628,-74.6763,,0.007,,0.026,,0.0
1831,Chester,40.787628,-74.6763,,0.011,,0.024,,0.0
1831,Chester,40.787628,-74.6763,,0.016,,0.02,,0.0
1831,Chester,40.787628,-74.6763,,0.002,,0.03,,0.0
1831,Chester,40.787628,-74.6763,,0.002,,0.03,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.032,,0.0
1831,Chester,40.787628,-74.6763,,0.002,,0.026,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.024,,
1831,Chester,40.787628,-74.6763,,0.0,,0.025,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.036,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.036,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.037,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.036,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.034,,0.0
1831,Chester,40.787628,-74.6763,,,,0.033,,0.0
1831,Chester,40.787628,-74.6763,,,,0.034,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.033,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.035,,0.0
1831,Chester,40.787628,-74.6763,,0.002,,0.034,,0.0
1831,Chester,40.787628,-74.6763,,0.002,,0.033,,0.001
1831,Chester,40.787628,-74.6763,,0.005,,0.032,,0.0
1831,Chester,40.787628,-74.6763,,0.008,,0.026,,0.0
1831,Chester,40.787628,-74.6763,,0.022,,0.008,,0.001
1831,Chester,40.787628,-74.6763,,0.019,,0.012,,0.0
1831,Chester,40.787628,-74.6763,,0.026,,,,0.0
1831,Chester,40.787628,-74.6763,,0.005,,0.016,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,0.021,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,0.02,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,0.021,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,0.025,,0.0
1831,Chester,40.787628,-74.6763,,0.009,,0.024,,
1831,Chester,40.787628,-74.6763,,0.01,,0.021,,0.0
1831,Chester,40.787628,-74.6763,,0.012,,0.024,,0.003
1831,Chester,40.787628,-74.6763,,0.007,,0.031,,0.001
1831,Chester,40.787628,-74.6763,,0.006,,0.032,,0.002
1831,Chester,40.787628,-74.6763,,0.01,,0.032,,0.001
1831,Chester,40.787628,-74.6763,,0.004,,,,0.0
1831,Chester,40.787628,-74.6763,,0.004,,0.037,,0.0
1831,Chester,40.787628,-74.6763,,0.005,,0.036,,0.001
1831,Chester,40.787628,-74.6763,,0.003,,0.039,,0.001
1831,Chester,40.787628,-74.6763,,0.003,,0.04,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,0.039,,0.0
1831,Chester,40.787628,-74.6763,,0.005,,0.037,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,0.039,,0.0
1831,Chester,40.787628,-74.6763,,0.002,,0.045,,0.0
1831,Chester,40.787628,-74.6763,,0.007,,0.024,,0.0
1831,Chester,40.787628,-74.6763,,0.02,,0.015,,0.0
1831,Chester,40.787628,-74.6763,,0.026,,0.014,,0.0
1831,Chester,40.787628,-74.6763,,0.012,,0.017,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.026,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.024,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.018,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.035,,0.0
1831,Chester,40.787628,-74.6763,,0.004,,0.033,,0.0
1831,Chester,40.787628,-74.6763,,0.012,,0.024,,0.0
1831,Chester,40.787628,-74.6763,,0.007,,0.024,,0.0
1831,Chester,40.787628,-74.6763,,0.006,,,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.03,,0.0
1831,Chester,40.787628,-74.6763,,0.002,,0.034,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,0.031,,0.0
1831,Chester,40.787628,-74.6763,,0.005,,0.019,,0.0
1831,Chester,40.787628,-74.6763,,0.002,,0.026,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.035,,0.0
1831,Chester,40.787628,-74.6763,,0.013,,0.0,,0.0
1831,Chester,40.787628,-74.6763,,0.006,,0.0,,0.0
1831,Chester,40.787628,-74.6763,,0.009,,0.02,,0.0
1831,Chester,40.787628,-74.6763,,0.002,,0.03,,0.0
1831,Chester,40.787628,-74.6763,,0.005,,0.026,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,0.031,,0.0
1831,Chester,40.787628,-74.6763,,0.004,,0.032,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,0.033,,0.0
1831,Chester,40.787628,-74.6763,,0.01,,0.025,,0.0
1831,Chester,40.787628,-74.6763,,0.014,,0.014,,0.0
1831,Chester,40.787628,-74.6763,,0.007,,0.023,,0.0
1831,Chester,40.787628,-74.6763,,0.004,,0.027,,0.0
1831,Chester,40.787628,-74.6763,,0.002,,0.032,,
1831,Chester,40.787628,-74.6763,,0.003,,0.029,,0.0
1831,Chester,40.787628,-74.6763,,0.002,,,,0.0
1831,Chester,40.787628,-74.6763,,0.002,,0.038,,0.0
1831,Chester,40.787628,-74.6763,,0.014,,0.021,,0.0
1831,Chester,40.787628,-74.6763,,0.022,,0.014,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.043,,0.0
1831,Chester,40.787628,-74.6763,,0.009,,0.03,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,0.034,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,0.034,,0.0
1831,Chester,40.787628,-74.6763,,0.01,,0.024,,0.0
1831,Chester,40.787628,-74.6763,,0.012,,0.02,,0.0
1831,Chester,40.787628,-74.6763,,0.006,,0.016,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.038,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.038,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.039,,0.0
1831,Chester,40.787628,-74.6763,,0.004,,0.037,,0.0
1831,Chester,40.787628,-74.6763,,0.022,,0.021,,0.0
1831,Chester,40.787628,-74.6763,,0.024,,0.018,,0.0
1831,Chester,40.787628,-74.6763,,0.012,,0.028,,0.0
1831,Chester,40.787628,-74.6763,,0.006,,0.033,,0.0
1831,Chester,40.787628,-74.6763,,0.004,,0.035,,0.0
1831,Chester,40.787628,-74.6763,,0.005,,0.033,,0.0
1831,Chester,40.787628,-74.6763,,0.005,,0.031,,0.0
1831,Chester,40.787628,-74.6763,,0.004,,0.032,,0.0
1831,Chester,40.787628,-74.6763,,0.005,,0.03,,0.0
1831,Chester,40.787628,-74.6763,,0.005,,0.028,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,0.033,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,0.033,,0.0
1831,Chester,40.787628,-74.6763,,0.006,,0.03,,0.0
1831,Chester,40.787628,-74.6763,,0.01,,0.023,,0.0
1831,Chester,40.787628,-74.6763,,0.013,,0.018,,0.0
1831,Chester,40.787628,-74.6763,,0.012,,0.017,,0.0
1831,Chester,40.787628,-74.6763,,0.012,,0.015,,0.0
1831,Chester,40.787628,-74.6763,,0.014,,0.011,,0.0
1831,Chester,40.787628,-74.6763,,0.013,,0.01,,
1831,Chester,40.787628,-74.6763,,0.009,,0.016,,0.0
1831,Chester,40.787628,-74.6763,,0.005,,0.02,,0.0
1831,Chester,40.787628,-74.6763,,0.005,,,,0.0
1831,Chester,40.787628,-74.6763,,0.005,,0.018,,0.0
1831,Chester,40.787628,-74.6763,,0.007,,0.014,,0.0
1831,Chester,40.787628,-74.6763,,0.008,,0.011,,0.0
1831,Chester,40.787628,-74.6763,,0.007,,0.012,,0.0
1831,Chester,40.787628,-74.6763,,0.006,,0.013,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,0.031,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.031,,0.0
1831,Chester,40.787628,-74.6763,,0.002,,0.032,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.035,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,0.035,,0.0
1831,Chester,40.787628,-74.6763,,0.004,,0.033,,0.0
1831,Chester,40.787628,-74.6763,,0.005,,0.029,,0.0
1831,Chester,40.787628,-74.6763,,0.007,,0.026,,0.0
1831,Chester,40.787628,-74.6763,,0.01,,0.023,,
1831,Chester,40.787628,-74.6763,,,,0.025,,0.0
1831,Chester,40.787628,-74.6763,,,,0.027,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,0.03,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.032,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.039,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.04,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.041,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.042,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.043,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.044,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.044,,0.0
1831,Chester,40.787628,-74.6763,,0.0,,0.044,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.042,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,0.04,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,0.04,,0.0
1831,Chester,40.787628,-74.6763,,0.002,,0.043,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.044,,0.0
1831,Chester,40.787628,-74.6763,,0.001,,0.042,,0.0
1831,Chester,40.787628,-74.6763,,0.002,,0.039,,0.0
1831,Chester,40.787628,-74.6763,,0.006,,0.032,,
1831,Chester,40.787628,-74.6763,,0.019,,0.019,,0.0
1831,Chester,40.787628,-74.6763,,0.016,,0.022,,0.0
1831,Chester,40.787628,-74.6763,,0.011,,,,0.0
1831,Chester,40.787628,-74.6763,,0.008,,0.028,,
1831,Chester,40.787628,-74.6763,,0.009,,0.028,,0.0
1831,Chester,40.787628,-74.6763,,0.006,,0.033,,0.0
1831,Chester,40.787628,-74.6763,,0.004,,0.036,,0.0
1831,Chester,40.787628,-74.6763,,0.005,,0.036,,0.0
1831,Chester,40.787628,-74.6763,,0.007,,0.033,,0.0
1831,Chester,40.787628,-74.6763,,0.008,,0.03,,0.0
1831,Chester,40.787628,-74.6763,,0.007,,0.031,,0.0
1831,Chester,40.787628,-74.6763,,0.006,,0.031,,0.0
1831,Chester,40.787628,-74.6763,,0.007,,0.027,,0.0
1831,Chester,40.787628,-74.6763,,0.006,,0.028,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,0.024,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,0.023,,0.0
1831,Chester,40.787628,-74.6763,,0.003,,,,0.0
